order_id,customer_id,customer_name,customer_age,gender,platform,city,category,product_name,product_MRP,discount_percent,quantity,product_cost_price,packaging_cost,operational_cost,delivery_cost,delivery_time_minutes,estimated_delivery,delivery_rating,dark_store_location,delivery_partner_type,order_datetime,delivery_distance_km,weather,returned/cancel
ORD100396,CUST90396,Lagan Gour,26,Male,Blinkit, HYDERABAD,Household,Toilet Cleaner,93,25,3,76,10.9,3,14.6,10,11,4.7,HYD-673,Mixed,23-03-2024 03:21,6.17,sunny,FALSE
ORD100396,CUST90396,Lagan Gour,26,Male,Blinkit, HYDERABAD,Groceries,Tuar Dal,18,14,1,17,4.8,1.2,7.1,10,11,4.7,HYD-673,Mixed,23-03-2024 03:21,6.17,sunny,FALSE
ORD100365,CUST90365,Jayant Warrior,21,Male,Blinkit,Bangalore,Personal Care,Vitamin C Serum,112,9,3,102,,1.7,11.3,10,10,4.7,BLR-891,Own Fleet,24-02-2024 10:56,2.13,sunny,FALSE
ORD100365,CUST90365,Jayant Warrior,21,Male,Blinkit,Bangalore,Personal Care,Shampoo,34,40,1,24,7.1,2.1,7.3,10,10,4.7,BLR-891,Own Fleet,24-02-2024 10:56,2.13,sunny,FALSE
ORD100365,CUST90365,Jayant Warrior,21,Male,Blinkit,Bangalore,Personal Care,Shampoo,19,10,1,19,3.5,1.7,6,10,10,4.7,BLR-891,Own Fleet,24-02-2024 10:56,2.13,sunny,FALSE
ORD100005,CUST90005,Kriti Bahri,27,Female,Blinkit,Bangalore ,Groceries,Tuar Dal,116,30,2,93,3.5,2,7.9,10,8,4.8,BLR-559,Own Fleet,27-04-2024 05:34,2.23,Rainy,FALSE
ORD100005,CUST90005,Kriti Bahri,27,Female,Blinkit,Bangalore ,Beverages,Coke,168,8,1,153,8.6,4.1,10.7,10,8,4.8,BLR-559,Own Fleet,27-04-2024 05:34,2.23,Rainy,FALSE
ORD100005,CUST90005,Kriti Bahri,27,Female,Blinkit,Bangalore ,Groceries,Tuar Dal,52,39,2,34,6.7,1.5,7.2,10,8,4.8,BLR-559,Own Fleet,27-04-2024 05:34,2.23,Rainy,FALSE
ORD100005,CUST90005,Kriti Bahri,27,Female,Blinkit,Bangalore ,Groceries,Tuar Dal,75,5,2,69,4,2.8,12.3,10,8,4.8,BLR-559,Own Fleet,27-04-2024 05:34,2.23,Rainy,FALSE
ORD100005,CUST90005,Kriti Bahri,27,Female,Blinkit,Bangalore ,Groceries,Maggie,24,28,2,20,8.2,3.2,10.2,10,8,4.8,BLR-559,Own Fleet,27-04-2024 05:34,2.23,Rainy,FALSE
ORD100467,CUST90467,Aniket Wable,102,Male,Zepto, HYDERABAD,Personal Care,Sunscreen Creame,106,40,1,70,4.7,1.3,7.2,14,10,3.1,HYD-682,Own Fleet,21-01-2024 13:20,1.29,Stormy,FALSE
ORD100467,CUST90467,Aniket Wable,102,Male,Zepto, HYDERABAD,Groceries,Tuar Dal,85,10,3,78,2.8,1.8,10,14,10,3.1,HYD-682,Own Fleet,21-01-2024 13:20,1.29,Stormy,FALSE
ORD100467,CUST90467,Aniket Wable,102,Male,Zepto, HYDERABAD,Beverages,Organic Coconut Water,27,35,3,20,2.4,1.9,6.9,14,10,3.1,HYD-682,Own Fleet,21-01-2024 13:20,1.29,Stormy,FALSE
ORD100056,CUST90056,Alizaan khan,35,Female,Blinkit,mumbai,Groceries,Chana Dal,94,24,2,83,6.3,1.3,24.8,11,10,4.3,MUM-452,3rd Party,18-02-2024 19:40,2.21,Clear,FALSE
ORD100056,CUST90056,Alizaan khan,35,Female,Blinkit,mumbai,Groceries,Tuar Dal,21,28,2,17,3.2,2,9,11,10,4.3,MUM-452,3rd Party,18-02-2024 19:40,2.21,Clear,FALSE
ORD100056,CUST90056,Alizaan khan,35,Female,Blinkit,mumbai,Groceries,Tuar Dal,56,29,1,47,10,4.5,19.4,11,10,4.3,MUM-452,3rd Party,18-02-2024 19:40,2.21,Clear,FALSE
ORD100056,CUST90056,Alizaan khan,35,Female,Blinkit,mumbai,Snacks,Trail Mix,46,40,3,33,4.9,1.5,6.1,11,10,4.3,MUM-452,3rd Party,18-02-2024 19:40,2.21,Clear,FALSE
ORD100056,CUST90056,Alizaan khan,35,Female,Blinkit,mumbai,Groceries,Tuar Dal,47,25,3,37,3.2,1,6.4,11,10,4.3,MUM-452,3rd Party,18-02-2024 19:40,2.21,Clear,FALSE
ORD100237,CUST90237,Vandita Jain,26,Female,Zepto,Chennai,Beverages,Coke,54,34,3,41,7.2,1.1,9.7,11,8,4.3,CHN-346,Mixed,11-02-2024 19:26,6.33,Cloudy,FALSE
ORD100237,CUST90237,Vandita Jain,26,Female,Zepto,Chennai,Groceries,Tuar Dal,82,28,1,70,6.8,1.6,7.8,11,8,4.3,CHN-346,Mixed,11-02-2024 19:26,6.33,Cloudy,FALSE
ORD100237,CUST90237,Vandita Jain,26,Female,Zepto,Chennai,Groceries,Tuar Dal,84,34,2,63,3.2,2,8.2,11,8,4.3,CHN-346,Mixed,11-02-2024 19:26,6.33,Cloudy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Groceries,Tuar Dal,27,26,3,23,9.4,5.8,23.3,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Groceries,Mustard Oil,146,32,1,109,5.8,2.4,11.2,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Personal Care,Shampoo,119,11,1,113,4,2.4,9.9,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Personal Care,Neem Body Lotion,142,39,1,98,12.1,2.2,9.6,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Personal Care,Sunscreen Creame,135,32,2,100,4.8,2.5,10.9,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100046,CUST90046,Jhanvi Shenoy,23,Female,Blinkit,Delhi,Groceries,Tuar Dal,88,18,1,82,3.7,4.6,8.5,16,10,4.7,DEL-803,3rd Party,10-02-2024 18:04,3.3,Stormy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Groceries,Tuar Dal,57,14,2,57,5.1,1.8,10.1,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Personal Care,Shampoo,22,20,3,20,6.5,1.4,9.4,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Groceries,Maggie,37,20,3,35,5.2,1.4,9.3,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Groceries,Tuar Dal,22,35,1,17,,1.3,7.4,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Personal Care,Shampoo,56,29,3,47,2.6,1.3,7.3,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100011,CUST90011,Ananya Chaudhuri,24,Female,Blinkit,Bangalore,Beverages,Litchi Juice,47,17,1,41,2.8,1.4,11,15,12,3.6,BLR-584,3rd Party,11-02-2024 14:24,5.84,Foggy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Personal Care,Sunscreen Creame,55,10,3,50,4.4,1.3,24.9,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,53,13,1,50,4.2,2.6,15,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,69,40,3,44,4.6,1.5,6.4,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Personal Care,Sunscreen Creame,49,24,1,41,3.8,3.9,11.7,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,42,22,1,38,7.3,1.5,21.5,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100089,CUST90089,Ela Bhargava,23,Female,Blinkit,Hyderabad,Personal Care,Shampoo,30,25,1,25,4.9,2.2,8.1,15,13,4.2,HYD-726,3rd Party,07-01-2024 19:30,2.19,Stormy,FALSE
ORD100441,CUST90441, Priya Varughese,26,Female,Zepto, HYDERABAD,Beverages,Coke,143,8,1,131,3.5,2.6,7.4,14,8,3,HYD-180,Mixed,01-03-2024 22:57,5.5,Foggy,FALSE
ORD100441,CUST90441, Priya Varughese,26,Female,Zepto, HYDERABAD,Groceries,Maggie,20,37,1,15,5.7,2,19.5,14,8,3,HYD-180,Mixed,01-03-2024 22:57,5.5,Foggy,FALSE
ORD100118,CUST90118,Misha Keer,34,Female,Zepto,Mumbai,Groceries,Maggie,148,31,3,116,3.3,1.3,7.6,15,11,4.9,MUM-193,Own Fleet,03-02-2024 04:26,7,Cloudy,FALSE
ORD100118,CUST90118,Misha Keer,34,Female,Zepto,Mumbai,Groceries,Maggie,136,11,1,124,7,1.8,7.1,15,11,4.9,MUM-193,Own Fleet,03-02-2024 04:26,7,Cloudy,FALSE
ORD100118,CUST90118,Misha Keer,34,Female,Zepto,Mumbai,Personal Care,Sunscreen Creame,38,10,1,37,4.2,4.3,22.1,15,11,4.9,MUM-193,Own Fleet,03-02-2024 04:26,7,Cloudy,FALSE
ORD100118,CUST90118,Misha Keer,34,Female,Zepto,Mumbai,Groceries,Maggie,11,19,3,10,2.9,2.5,21.8,15,11,4.9,MUM-193,Own Fleet,03-02-2024 04:26,7,Cloudy,FALSE
ORD100118,CUST90118,Misha Keer,34,Female,Zepto,Mumbai,Groceries,Tuar Dal,53,22,2,49,5,1.9,10.9,15,11,4.9,MUM-193,Own Fleet,03-02-2024 04:26,7,Cloudy,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Beverages,Organic Coconut Water,109,36,1,79,10.5,2,13.7,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Groceries,Tuar Dal,98,15,1,94,2.2,2.9,7.5,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Groceries,Tuar Dal,23,24,3,42,4,1.6,9,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Groceries,Tuar Dal,23,28,3,15,7.1,2,10.8,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Groceries,Tuar Dal,34,19,3,32,8.8,1.3,8.7,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100180,CUST90180,Heer Bhasin,49,Female,Blinkit,Delhi,Personal Care,Sunscreen Creame,26,11,1,25,5.9,2,8.1,12,12,2.7,DEL-406,3rd Party,18-03-2024 08:59,2.21,SUNNY,FALSE
ORD100317,CUST90317,Anahi Bava,49,Female,Blinkit,Delhi,Groceries,Maggie,131,25,3,108,2.9,1.5,8.8,14,10,3.9,DEL-459,Own Fleet,24-02-2024 03:28,4.85,Rainy,TRUE
ORD100317,CUST90317,Anahi Bava,49,Female,Blinkit,Delhi,Groceries,Tuar Dal,90,30,3,75,6.5,2.1,9.4,14,10,3.9,DEL-459,Own Fleet,24-02-2024 03:28,4.85,Rainy,TRUE
ORD100248,CUST90248,Rashu Shukla,30,Female,Blinkit,Hyderabad,Beverages,Coke,56,18,2,50,4.6,2.2,7.4,15,10,3.6,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,FALSE
ORD100248,CUST90248,Rashu Shukla,30,Female,Blinkit,Hyderabad,Personal Care,Sunscreen Creame,19,25,1,16,3.6,3.2,12.5,15,10,3.6,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,FALSE
ORD100248,CUST90248,Rashu Shukla,30,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,32,22,3,30,4.8,1.9,8.7,15,10,3.6,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,FALSE
ORD100248,CUST90248,Rashu Shukla,30,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,37,9,3,34,5.1,2.3,10.9,15,10,3.6,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,FALSE
ORD100248,CUST90248,Rashu Shukla,30,Female,Blinkit,Hyderabad,Groceries,Tuar Dal,56,7,1,23,2.7,1.9,9.1,15,10,3.6,HYD-814,Own Fleet,04-02-2024 07:03,2.19,Stormy,FALSE
ORD100356,CUST90356,Hrishita Amble,43,Female,Zepto,Mumbai,Groceries,Tuar Dal,99,27,1,79,1.6,1.1,5.3,15,10,4.4,MUM-998,3rd Party,24-02-2024 03:28,5.25,Cloudy,FALSE
ORD100356,CUST90356,Hrishita Amble,43,Female,Zepto,Mumbai,Groceries,Tuar Dal,111,30,2,86,1.9,0.9,5.2,15,10,4.4,MUM-998,3rd Party,24-02-2024 03:28,5.25,Cloudy,FALSE
ORD100356,CUST90356,Hrishita Amble,43,Female,Zepto,Mumbai,Groceries,Tuar Dal,39,28,2,32,2.5,1.7,6.8,15,10,4.4,MUM-998,3rd Party,24-02-2024 03:28,5.25,Cloudy,FALSE
ORD100075,CUST90075,Damini Lata,23,Female,Zepto,Bangalore ,Personal Care,Sunscreen Creame,27,23,3,22,3.4,0.7,5.7,15,8,4.6,BLR-192,Own Fleet,15-02-2024 21:36,1.25,Foggy,FALSE
ORD100075,CUST90075,Damini Lata,23,Female,Zepto,Bangalore ,Personal Care,Sunscreen Creame,110,29,2,89,2.5,1.4,6.1,15,8,4.6,BLR-192,Own Fleet,15-02-2024 21:36,1.25,Foggy,FALSE
ORD100172,CUST90172,Tara Choudhry,26,Female,Blinkit, HYDERABAD,Personal Care,Sunscreen Creame,117,25,2,99,2.6,1.5,14.1,12,12,4.7,HYD-645,Mixed,16-02-2024 22:36,1.64,Stormy,FALSE
ORD100172,CUST90172,Tara Choudhry,26,Female,Blinkit, HYDERABAD,Groceries,Tuar Dal,42,16,3,42,7.3,2.3,12.2,12,12,4.7,HYD-645,Mixed,16-02-2024 22:36,1.64,Stormy,FALSE
ORD100172,CUST90172,Tara Choudhry,26,Female,Blinkit, HYDERABAD,Beverages,Coke,118,37,1,82,4.4,2.2,9.8,12,12,4.7,HYD-645,Mixed,18-02-2024 22:36,1.64,Stormy,FALSE
ORD100172,CUST90172,Tara Choudhry,26,Female,Blinkit, HYDERABAD,Groceries,Maggie,89,8,3,82,2.1,4,17,12,12,4.7,HYD-645,Mixed,19-02-2024 22:36,1.64,Stormy,FALSE
ORD100150,CUST90150,Goldy Yadav,37,Female,Blinkit,Chennai,Beverages,Coke,83,11,1,61,4.7,1.5,10,15,8,4.1,CHN-750,Mixed,01-03-2024 21:50,7.9,Rainy,FALSE
ORD100150,CUST90150,Goldy Yadav,37,Female,Blinkit,Chennai,Personal Care,Aloe Vera Face Wash,70,26,3,55,5.2,2,8.9,15,8,4.1,CHN-750,Mixed,01-03-2024 21:50,7.9,Rainy,FALSE
ORD100379,CUST90379,Khushi Bairagi,28,Female,Zepto,Mumbai,Groceries,Basmati Rice,43,37,2,32,8.6,4.1,14.2,14,13,3.3,MUM-998,Own Fleet,25-02-2024 08:08,1.29,Foggy,FALSE
ORD100379,CUST90379,Khushi Bairagi,28,Female,Zepto,Mumbai,Personal Care,Sunscreen Creame,25,21,1,21,2.6,3,10.2,14,13,3.3,MUM-998,Own Fleet,25-02-2024 08:08,1.29,Foggy,FALSE
ORD100430,CUST90430,Bandhan Malviya,27,Female,Zepto,Mumbai,Personal Care,Sunscreen Creame,14,28,1,11,6.2,2.4,15.9,16,10,4.7,MUM-840,Mixed,09-03-2024 01:19,1.84,Rainy,FALSE
ORD100430,CUST90430,Bandhan Malviya,27,Female,Zepto,Mumbai,Groceries,Tuar Dal,45,38,3,31,4.6,1.2,14.7,16,10,4.7,MUM-840,Mixed,09-03-2024 01:19,1.84,Rainy,FALSE
ORD100430,CUST90430,Bandhan Malviya,27,Female,Zepto,Mumbai,Groceries,Cumin Seeds,54,32,2,40,6.5,1.4,15.9,16,10,4.7,MUM-840,Mixed,09-03-2024 01:19,1.84,Rainy,FALSE
ORD100430,CUST90430,Bandhan Malviya,27,Female,Zepto,Mumbai,Groceries,Tuar Dal,40,26,3,35,4.9,2.5,11.2,16,10,4.7,MUM-840,Mixed,09-03-2024 01:19,1.84,Rainy,FALSE
ORD100430,CUST90430,Bandhan Malviya,27,Female,Zepto,Mumbai,Groceries,Tuar Dal,56,21,2,52,5.1,1.9,7.9,16,10,4.7,MUM-840,Mixed,09-03-2024 01:19,1.84,Rainy,FALSE
ORD100021,CUST90021,Indrans Ganesh,30,Male,Zepto,Chennai,Groceries,Tuar Dal,25,38,2,39,7.1,2.7,14.9,15,12,4.2,CHN-459,3rd Party,17-02-2024 12:54,6.1,Clear,FALSE
ORD100021,CUST90021,Indrans Ganesh,30,Male,Zepto,Chennai,Beverages,Coke,79,10,2,73,3.1,1.3,7.6,15,12,4.2,CHN-459,3rd Party,17-02-2024 12:54,6.1,Clear,FALSE
ORD100021,CUST90021,Indrans Ganesh,30,Male,Zepto,Chennai,Personal Care,Hand Sanitizer Gel,116,10,3,116,10,3.8,9.9,15,12,4.2,CHN-459,3rd Party,17-02-2024 12:54,6.1,Clear,FALSE
ORD100016,CUST90016,Dishani Soni,56,Female,Blinkit,Chennai,Personal Care,Vitamin C Serum,42,38,2,29,3.6,1.3,8.2,16,10,4.8,CHN-899,Mixed,10-03-2024 16:57,4.08,Stormy,FALSE
ORD100016,CUST90016,Dishani Soni,56,Female,Blinkit,Chennai,Groceries,Maggie,26,5,1,24,5.9,2.2,10.4,16,10,4.8,CHN-899,Mixed,10-03-2024 16:57,4.08,Stormy,FALSE
ORD100016,CUST90016,Dishani Soni,56,Female,Blinkit,Chennai,Beverages,Mango Fizz,56,14,1,23,3.2,2.1,7.9,16,10,4.8,CHN-899,Mixed,10-03-2024 16:57,4.08,Stormy,FALSE
ORD100016,CUST90016,Dishani Soni,56,Female,Blinkit,Chennai,Groceries,Maggie,33,25,1,28,6,1.2,7.4,16,10,4.8,CHN-899,Mixed,10-03-2024 16:57,4.08,Stormy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Groceries,Maggie,157,9,1,143,3.9,1.3,7.7,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Groceries,Maggie,136,6,2,124,4.8,1.9,8.1,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Beverages,Coke,99,26,2,80,7,1.2,8.2,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Groceries,Tuar Dal,63,6,1,57,2.7,1.6,7.2,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Snacks,Protein Chips,123,14,1,119,5.3,2.3,10.5,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100166,CUST90166,Vaibhav Mahal,55,Male,Blinkit,Hyderabad,Groceries,Maggie,36,38,3,24,4,2.4,11.2,15,10,4.6,HYD-852,3rd Party,17-03-2024 17:57,5.43,Rainy,FALSE
ORD100168,CUST90168,Aniruddh Rastogi,23,Male,Blinkit,Bangalore,Household,Mop Refill,135,20,2,127,4.1,1.6,6.9,14,12,3.8,BLR-861,3rd Party,13-01-2024 17:40,1.24,Foggy,FALSE
ORD100168,CUST90168,Aniruddh Rastogi,23,Male,Blinkit,Bangalore,Personal Care,Shampoo,86,26,2,73,5,1.9,8,14,12,3.8,BLR-861,3rd Party,13-01-2024 17:40,1.24,Foggy,FALSE
ORD100168,CUST90168,Aniruddh Rastogi,23,Male,Blinkit,Bangalore,Groceries,Tuar Dal,105,16,1,95,3.8,2.5,15.1,14,12,3.8,BLR-861,3rd Party,13-01-2024 17:40,1.24,Foggy,FALSE
ORD100168,CUST90168,Aniruddh Rastogi,23,Male,Blinkit,Bangalore,Personal Care,Sunscreen Creame,135,28,1,108,8.8,3.5,13.4,14,12,3.8,BLR-861,3rd Party,13-01-2024 17:40,1.24,Foggy,FALSE
